organism,organ,assay,dataset_title,cell_type,count
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,early promyelocyte,100
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,"effector memory CD8-positive, alpha-beta T cell",388
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,erythroid lineage cell,10
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,erythroid progenitor cell,384
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,gamma-delta T cell,47
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,hematopoietic multipotent progenitor cell,157
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,immature B cell,38
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,late promyelocyte,52
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,lymphoid lineage restricted progenitor cell,146
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,megakaryocyte progenitor cell,42
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,megakaryocyte-erythroid progenitor cell,30
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,memory B cell,3
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,mesenchymal cell,3
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,myelocyte,216
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,naive B cell,491
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,"naive thymus-derived CD4-positive, alpha-beta T cell",28
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,"naive thymus-derived CD8-positive, alpha-beta T cell",37
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,natural killer cell,1
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,non-classical monocyte,933
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,plasma cell,21
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,plasmacytoid dendritic cell,31
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,precursor B cell,12
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,pro-B cell,3
Homo sapiens,bone marrow,BD Rhapsody Targeted mRNA,blood and bone marrow from a healthy young donor,unswitched memory B cell,295
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"CD16-negative, CD56-bright natural killer cell, human",131
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"CD16-positive, CD56-dim natural killer cell, human",760
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"CD4-positive, alpha-beta memory T cell",1742
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"CD8-positive, alpha-beta memory T cell",1037
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,basophil mast progenitor cell,59
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"central memory CD8-positive, alpha-beta T cell",215
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,class switched memory B cell,130
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,classical monocyte,163
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,common dendritic progenitor,145
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,conventional dendritic cell,312
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,early promyelocyte,369
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"effector memory CD8-positive, alpha-beta T cell",263
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,erythroid lineage cell,2
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,erythroid progenitor cell,651
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,fraction A pre-pro B cell,22
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,gamma-delta T cell,92
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,hematopoietic multipotent progenitor cell,805
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,immature B cell,242
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,late promyelocyte,380
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,lymphoid lineage restricted progenitor cell,452
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,megakaryocyte progenitor cell,181
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,megakaryocyte-erythroid progenitor cell,214
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,myelocyte,325
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,naive B cell,2152
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"naive thymus-derived CD4-positive, alpha-beta T cell",285
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,"naive thymus-derived CD8-positive, alpha-beta T cell",413
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,natural killer cell,1
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,non-classical monocyte,97
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,plasma cell,30
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,plasmacytoid dendritic cell,103
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,pre-natural killer cell,11
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,precursor B cell,189
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,pro-B cell,515
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,small pre-B-II cell,12
Homo sapiens,bone marrow,BD Rhapsody Whole Transcriptome Analysis,healthy young bone marrow donor,unswitched memory B cell,665
Homo sapiens,bone marrow,MARS-seq,All cells,T cell,597
Homo sapiens,bone marrow,MARS-seq,All cells,conventional dendritic cell,305
Homo sapiens,bone marrow,MARS-seq,All cells,macrophage,863
Homo sapiens,bone marrow,MARS-seq,All cells,monocyte,467
Homo sapiens,bone marrow,MARS-seq,All cells,plasma cell,51909
Homo sapiens,bone marrow,MARS-seq,All cells,platelet,26
Homo sapiens,bone marrow,MARS-seq,All cells,primitive red blood cell,257
Homo sapiens,bone marrow,MARS-seq,All cells,stromal cell,329
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,"CD16-positive, CD56-dim natural killer cell, human",205
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,"central memory CD4-positive, alpha-beta T cell",461
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,classical monocyte,195
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,common dendritic progenitor,6
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,common myeloid progenitor,14
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,conventional dendritic cell,7
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,early lymphoid progenitor,2
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,"effector memory CD8-positive, alpha-beta T cell",114
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",142
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,erythroid lineage cell,108
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,hematopoietic multipotent progenitor cell,93
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,mast cell,9
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,mature NK T cell,1
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,megakaryocyte progenitor cell,13
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,megakaryocyte-erythroid progenitor cell,36
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,memory B cell,8
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,naive B cell,59
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,neutrophil,375
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,neutrophil progenitor cell,60
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,non-classical monocyte,22
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,plasma cell,324
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,plasmablast,16
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,plasmacytoid dendritic cell,6
Homo sapiens,bone marrow,Smart-seq2,Bone_marrow,promyelocyte,10
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,B cell,140
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",500
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",341
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,common myeloid progenitor,65
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,endothelial cell,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,erythrocyte,24
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,erythroid progenitor cell,121
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,fibroblast,4
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,granulocyte,161
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,hematopoietic stem cell,262
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,macrophage,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,monocyte,462
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,myeloid dendritic cell,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,natural killer cell,254
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,neutrophil,419
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - All Cells,plasma cell,375
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,B cell,140
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,"CD4-positive, alpha-beta T cell",500
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,"CD8-positive, alpha-beta T cell",341
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,common myeloid progenitor,65
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,endothelial cell,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,erythrocyte,24
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,erythroid progenitor cell,121
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,fibroblast,4
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,granulocyte,161
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,hematopoietic stem cell,262
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,macrophage,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,monocyte,462
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,myeloid dendritic cell,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,natural killer cell,254
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,neutrophil,419
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Bone_Marrow,plasma cell,375
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Endothelium,endothelial cell,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,B cell,140
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,"CD4-positive, alpha-beta T cell",500
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,"CD8-positive, alpha-beta T cell",341
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,common myeloid progenitor,65
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,erythrocyte,24
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,erythroid progenitor cell,121
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,granulocyte,161
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,hematopoietic stem cell,262
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,macrophage,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,monocyte,462
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,myeloid dendritic cell,1
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,natural killer cell,254
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,neutrophil,419
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Immune,plasma cell,375
Homo sapiens,bone marrow,Smart-seq2,Tabula Sapiens - Stromal,fibroblast,4
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,B cell,76
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,T cell,69
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,cord blood hematopoietic stem cell,23
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,dendritic cell,67
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,erythroid lineage cell,1580
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,erythroid progenitor cell,1437
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,macrophage,8
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,monocyte,29
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,neutrophil,4381
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,plasma cell,210
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,primordial germ cell,1
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,professional antigen presenting cell,821
Homo sapiens,bone marrow,microwell-seq,Construction of a human cell landscape at single-cell level,stromal cell,2
Homo sapiens,bone spine,10x 3' v2,Combined samples,B cell,7
Homo sapiens,bone spine,10x 3' v2,Combined samples,T cell,169
Homo sapiens,bone spine,10x 3' v2,Combined samples,dendritic cell,57
Homo sapiens,bone spine,10x 3' v2,Combined samples,endothelial cell,6
Homo sapiens,bone spine,10x 3' v2,Combined samples,epithelial cell,771
Homo sapiens,bone spine,10x 3' v2,Combined samples,fibroblast,12
Homo sapiens,bone spine,10x 3' v2,Combined samples,macrophage,183
Homo sapiens,bone spine,10x 3' v2,Combined samples,mast cell,2
Homo sapiens,bone spine,10x 3' v2,Combined samples,neutrophil,1
Homo sapiens,bone spine,10x 3' v2,Epithelial cells,basal cell,50
Homo sapiens,bone spine,10x 3' v2,Epithelial cells,epithelial cell,682
Homo sapiens,bone spine,10x 3' v2,Epithelial cells,hepatocyte,34
Homo sapiens,bone spine,10x 3' v2,Epithelial cells,ionocyte,1
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),B cell,946
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),T cell,1903
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),chondrocyte,253
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),endothelial cell,82
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),erythrocyte,706
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),fibroblast,222
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),macrophage,303
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),malignant cell,136
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),mature NK T cell,125
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),monocyte,345
Homo sapiens,bone spine,10x 3' v2,Fresh samples (single cell),plasma cell,69
Homo sapiens,bone spine,10x 3' v2,Immune cells,B cell,12
Homo sapiens,bone spine,10x 3' v2,Immune cells,T cell,163
Homo sapiens,bone spine,10x 3' v2,Immune cells,mast cell,1
Homo sapiens,bone spine,10x 3' v2,Immune cells,myeloid cell,228
Homo sapiens,bone spine,10x 3' v2,Immune cells,natural killer cell,4
Homo sapiens,bone spine,10x 3' v2,Mesenchymal cells,endothelial cell,6
Homo sapiens,bone spine,10x 3' v2,Mesenchymal cells,fibroblast,12
Homo sapiens,bone spine,10x 3' v2,Myeloid cells,classical monocyte,214
Homo sapiens,bone spine,10x 3' v2,Myeloid cells,conventional dendritic cell,3
Homo sapiens,bone spine,10x 3' v2,Myeloid cells,neutrophil,11
Homo sapiens,bone spine,10x 3' v2,NSCLC epithelial cells,basal cell,50
Homo sapiens,bone spine,10x 3' v2,NSCLC epithelial cells,epithelial cell,682
Homo sapiens,bone spine,10x 3' v2,NSCLC epithelial cells,hepatocyte,34
Homo sapiens,bone spine,10x 3' v2,NSCLC epithelial cells,ionocyte,1
Homo sapiens,bone spine,10x 3' v2,T cells,CD4-positive helper T cell,65
Homo sapiens,bone spine,10x 3' v2,T cells,"CD8-positive, alpha-beta memory T cell",26
Homo sapiens,bone spine,10x 3' v2,T cells,"effector CD8-positive, alpha-beta T cell",56
Homo sapiens,bone spine,10x 3' v2,T cells,exhausted T cell,1
Homo sapiens,bone spine,10x 3' v2,T cells,gamma-delta T cell,1
Homo sapiens,bone spine,10x 3' v2,T cells,regulatory T cell,14
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),T cell,196
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),blood vessel endothelial cell,639
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),blood vessel smooth muscle cell,5
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),chondrocyte,2113
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),endothelial stalk cell,1
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),fibroblast,10
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),macrophage,1
Homo sapiens,bone spine,10x 3' v3,Frozen samples (single nucleus),malignant cell,2666
Homo sapiens,brain,10x 3' v2,Combined samples,B cell,153
Homo sapiens,brain,10x 3' v2,Combined samples,T cell,3685
Homo sapiens,brain,10x 3' v2,Combined samples,dendritic cell,203
Homo sapiens,brain,10x 3' v2,Combined samples,endothelial cell,17
Homo sapiens,brain,10x 3' v2,Combined samples,epithelial cell,1472
Homo sapiens,brain,10x 3' v2,Combined samples,fibroblast,62
Homo sapiens,brain,10x 3' v2,Combined samples,macrophage,1037
Homo sapiens,brain,10x 3' v2,Combined samples,mast cell,31
Homo sapiens,brain,10x 3' v2,Combined samples,neutrophil,2
Homo sapiens,brain,10x 3' v2,Combined samples,plasma cell,371
Homo sapiens,brain,10x 3' v2,Core GBmap,B cell,1090
Homo sapiens,brain,10x 3' v2,Core GBmap,dendritic cell,1973
Homo sapiens,brain,10x 3' v2,Core GBmap,endothelial cell,210
Homo sapiens,brain,10x 3' v2,Core GBmap,macrophage,27306
Homo sapiens,brain,10x 3' v2,Core GBmap,malignant cell,32531
Homo sapiens,brain,10x 3' v2,Core GBmap,mast cell,195
Homo sapiens,brain,10x 3' v2,Core GBmap,mature T cell,22033
Homo sapiens,brain,10x 3' v2,Core GBmap,microglial cell,31965
Homo sapiens,brain,10x 3' v2,Core GBmap,monocyte,3405
Homo sapiens,brain,10x 3' v2,Core GBmap,mural cell,96
Homo sapiens,brain,10x 3' v2,Core GBmap,natural killer cell,1709
Homo sapiens,brain,10x 3' v2,Core GBmap,neuron,1
Homo sapiens,brain,10x 3' v2,Core GBmap,oligodendrocyte,3718
Homo sapiens,brain,10x 3' v2,Core GBmap,oligodendrocyte precursor cell,4
Homo sapiens,brain,10x 3' v2,Core GBmap,plasma cell,360
Homo sapiens,brain,10x 3' v2,Epithelial cells,basal cell,53
Homo sapiens,brain,10x 3' v2,Epithelial cells,ciliated epithelial cell,8
Homo sapiens,brain,10x 3' v2,Epithelial cells,epithelial cell,1235
Homo sapiens,brain,10x 3' v2,Epithelial cells,hepatocyte,122
Homo sapiens,brain,10x 3' v2,Epithelial cells,ionocyte,5
Homo sapiens,brain,10x 3' v2,Epithelial cells,neuroendocrine cell,13
Homo sapiens,brain,10x 3' v2,Extended GBmap,B cell,1090
Homo sapiens,brain,10x 3' v2,Extended GBmap,astrocyte,217
Homo sapiens,brain,10x 3' v2,Extended GBmap,dendritic cell,1999
Homo sapiens,brain,10x 3' v2,Extended GBmap,endothelial cell,408
Homo sapiens,brain,10x 3' v2,Extended GBmap,macrophage,28512
Homo sapiens,brain,10x 3' v2,Extended GBmap,malignant cell,68811
Homo sapiens,brain,10x 3' v2,Extended GBmap,mast cell,196
Homo sapiens,brain,10x 3' v2,Extended GBmap,mature T cell,22067
Homo sapiens,brain,10x 3' v2,Extended GBmap,microglial cell,35387
Homo sapiens,brain,10x 3' v2,Extended GBmap,monocyte,3359
Homo sapiens,brain,10x 3' v2,Extended GBmap,mural cell,143
Homo sapiens,brain,10x 3' v2,Extended GBmap,natural killer cell,1709
Homo sapiens,brain,10x 3' v2,Extended GBmap,neuron,1492
Homo sapiens,brain,10x 3' v2,Extended GBmap,neutrophil,78
Homo sapiens,brain,10x 3' v2,Extended GBmap,oligodendrocyte,8812
Homo sapiens,brain,10x 3' v2,Extended GBmap,oligodendrocyte precursor cell,3270
Homo sapiens,brain,10x 3' v2,Extended GBmap,plasma cell,359
Homo sapiens,brain,10x 3' v2,Extended GBmap,radial glial cell,18
Homo sapiens,brain,10x 3' v2,Frozen samples (single nucleus),T cell,172
Homo sapiens,brain,10x 3' v2,Frozen samples (single nucleus),blood vessel endothelial cell,304
Homo sapiens,brain,10x 3' v2,Frozen samples (single nucleus),fibroblast,2
Homo sapiens,brain,10x 3' v2,Frozen samples (single nucleus),macrophage,305
Homo sapiens,brain,10x 3' v2,Frozen samples (single nucleus),malignant cell,6846
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,GABAergic interneuron,273
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,GABAergic neuron,3260
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,Mueller cell,1238
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,Purkinje cell,500
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,amacrine cell,586
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,astrocyte,3541
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,central nervous system neuron,3676
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,cerebellum glutamatergic neuron,923
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,cerebral cortex GABAergic interneuron,4364
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,cerebral cortex neuron,14207
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,cerebral cortex pyramidal neuron,15399
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,choroid plexus epithelial cell,2042
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,epithelial cell,142
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,extracellular matrix secreting cell,1971
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,eye photoreceptor cell,1797
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,forebrain neuroblast,140
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,forebrain radial glial cell,6624
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,glial cell,1843
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,glioblast,1125
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,glutamatergic neuron,1920
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,hypothalamus cell,1282
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,interneuron,6379
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,mesenchymal cell,1346
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,mesodermal cell,494
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,microglial cell,48
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,midbrain dopaminergic neuron,3042
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neural cell,3167
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neural crest cell,475
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neural crest derived neuron,381
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neural progenitor cell,28568
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neurectodermal cell,779
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neuroblast (sensu Vertebrata),18016
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neuroepithelial stem cell,2955
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,neuron,2770
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,pigmented epithelial cell,126
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,pyramidal neuron,8799
